,id,question,label,group,prediction,correct
435,SP-175,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A woman enters a room and presses a button. Within seconds she instantly loses 20 pounds. How did she lose the weight?

What is the correct answer to the question from the following choices?
(A) The room is actually an elevator. When she gets inside to go down, the elevator accelerates downward, making her weight temporarily lower.

(B) When the woman pressed the button, she triggered a machine to cut her hair, which led to 20 pounds lost.
(C)  When the woman pressed the button, she triggered a high-intensity exercise machine in the room. After a grueling workout, she lost 20 pounds.
(D) [MASK]
.",0,OG,0,1
436,SP-175_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A girl comes into a small room and pushes a button. it didn't take too long until she loses 20 pounds. what happens that she loses that amount that fast ?

What is the correct answer to the question from the following choices?
(A) When the woman pressed the button, she triggered a machine to cut her hair, which led to 20 pounds lost.
(B)  When the woman pressed the button, she triggered a high-intensity exercise machine in the room. After a grueling workout, she lost 20 pounds.
(C) The room is actually an elevator. When she gets inside to go down, the elevator accelerates downward, making her weight temporarily lower.

(D) [MASK]
.",2,SR,0,0
437,SP-175_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man steps into a chamber and activates a switch. In a matter of seconds, he becomes 15 kilograms lighter. How did he lose the weight?

What is the correct answer to the question from the following choices?
(A) When the man pressed the button, he triggered a machine to cut her hair, which led to 15 kilograms lost.
(B) The chamber is actually a lift. When he gets inside and the lift descends rapidly, the quick downward motion temporarily reduces his weight.
(C)  When the man pressed the button, he triggered a high-intensity exercise machine in the room. After a grueling workout, he lost 15 kilograms.
(D) [MASK]
.",1,CR,0,0
438,SP-176,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A woman opened a door, streamed, and then was found dead a few minutes later. No gunshot were heard in the area. What happened to her?

What is the correct answer to the question from the following choices?
(A) Upon opening the door, the woman was stunned by the sunlight outside.
(B) Upon opening the door, the woman was startled by her own reflection in a mirror. 
(C) She was on an airplane and opened the door while the plane was in flight, falling to her death.

(D) [MASK]
.",2,OG,2,1
439,SP-176_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A girl finds a door, opens it, after sometime her body is found dead how is that possible since nobody shot her?

What is the correct answer to the question from the following choices?
(A) Upon opening the door, the woman was startled by her own reflection in a mirror. 
(B) She was on an airplane and opened the door while the plane was in flight, falling to her death.

(C) Upon opening the door, the woman was stunned by the sunlight outside.
(D) [MASK]
.",1,SR,1,1
440,SP-176_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  James lives in a sky scraper with 100 floors. his house is broken into by killers, so he runs towards the window and jumps being scared, but he doesn't die. how's that possible?

What is the correct answer to the question from the following choices?
(A) He landed safely on the body of the killers.
(B) he was in the first floor, so nothing happened to him by jumping one floor
(C) He was strong enough to avoid any hurt due to the help of doing exercise.
(D) [MASK]
.",1,CR,1,1
441,SP-177,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Sam's dad couldn't keep his son from playing video games. To keep Sam from playing video games all the time, the dad grabbed a hammer and solved the problem. Now he can play video games but Sam cannot. What did the dad d?

What is the correct answer to the question from the following choices?
(A) The dad took the hammer and used it to break Sam's glasses.
(B) The dad built a shelf out of Sam's reach and put the video game console up there. The dad can still reach it to play but Sam cannot.
(C) The dad took the hammer and used the hammer's head to lock Sam's feet.
(D) [MASK]
.",1,OG,1,1
442,SP-177_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Sam's father couldn't stop his kid from playing video games. To prohibit Sam from playing video games all the time, the father got a hammer and fixed the problem. Now he can play video games, but Sam cannot. What exactly did the father do??

What is the correct answer to the question from the following choices?
(A) The dad built a shelf out of Sam's reach and put the video game console up there. The dad can still reach it to play but Sam cannot.
(B) The dad took the hammer and used it to break Sam's glasses.
(C) The dad took the hammer and used the hammer's head to lock Sam's feet.
(D) [MASK]
.",0,SR,0,1
443,SP-177_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Mark was a bad employee and his boss was annoyed by him. His boss wanted to do something to stop him from coming to the office. He picked up the phone and fixed the problem. Now, Mark can't come to the office and he's fired.?

What is the correct answer to the question from the following choices?
(A) The boss called the security to tell them not to let Mark in the office anymore
(B) The boss used his phone to hit Mark's head heavily.
(C) The boss called the police to tell them how worse the Mark was.
(D) [MASK]
.",0,CR,0,1
444,SP-178,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Every two weeks a woman sits down and writes two words on 60 sheets of paper. Why does she do this?

What is the correct answer to the question from the following choices?
(A) She wants to practice her hand writing.
(B) The woman owns her own business with 60 employees. Every week she signs her name on their paychecks.
(C) [MASK]
(D) None of above.",1,OG,1,1
